,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,country_id,league_id,stage,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,HS,AS,HST,AST,B365H,B365D,B365A,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamDrawStreak,AwayTeamDrawStreak,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,FTR,FTResult
145,36,34,39,44,38,42,44,54,1729,1729,24,840087,10252,8456,1,0,10.0,24.0,8.0,14.0,3.5,3.4,2.1,2,2,1,2,0,0,1,1,0,2,2,0,2,2,1,0,2,1
146,60,61,56,44,58,41,38,53,1729,1729,24,840094,8483,8472,1,2,13.0,11.0,7.0,6.0,2.5,3.25,2.88,1,2,1,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
147,63,54,60,48,38,35,44,54,1729,1729,25,840095,10260,10252,3,1,18.0,9.0,11.0,5.0,1.33,5.0,9.5,4,0,1,2,0,1,1,1,0,2,2,1,2,2,1,0,2,1
148,60,65,60,70,45,40,70,40,1729,1729,25,840096,9825,8668,2,1,19.0,4.0,10.0,4.0,1.4,4.5,8.5,4,1,1,4,0,0,1,1,0,1,2,1,2,1,1,0,2,1
149,60,50,60,60,80,35,55,50,1729,1729,25,840097,8472,8455,2,4,4.0,21.0,3.0,14.0,5.5,3.6,1.67,2,2,1,0,0,0,1,0,0,2,1,0,2,2,1,0,0,-1
150,48,45,38,62,54,38,38,62,1729,1729,26,840107,10252,9879,2,2,10.0,13.0,5.0,9.0,1.91,3.4,4.2,2,0,1,0,0,0,1,1,0,2,2,1,2,2,1,0,1,0
151,45,52,60,58,58,49,52,54,1729,1729,26,840108,8668,8483,5,3,23.0,11.0,16.0,7.0,1.44,4.5,7.0,4,1,0,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
152,60,50,40,45,60,55,55,50,1729,1729,26,840114,8455,8650,0,1,14.0,7.0,4.0,4.0,1.62,4.0,5.5,2,1,2,0,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
153,45,55,40,38,48,50,60,54,1729,1729,27,840115,10260,8456,2,1,11.0,13.0,6.0,8.0,1.73,3.6,5.0,4,1,1,2,0,0,1,1,0,2,2,0,2,2,1,0,2,1
154,46,41,46,61,63,42,43,46,1729,1729,27,840120,9879,8455,0,0,12.0,23.0,8.0,9.0,5.0,3.6,1.73,0,2,3,0,0,0,1,1,0,2,2,1,2,2,1,0,1,0
155,70,59,65,70,50,30,70,30,1729,1729,27,840124,8483,10252,1,1,14.0,7.0,5.0,4.0,3.25,3.4,2.2,1,0,1,2,1,0,1,1,0,1,2,0,0,1,0,0,1,0
156,60,61,56,44,58,41,38,53,1729,1729,28,840128,8668,8472,2,0,17.0,12.0,9.0,7.0,1.73,3.6,5.0,4,3,0,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
157,52,48,39,54,59,29,30,39,1729,1729,28,840130,8456,9879,1,1,14.0,11.0,4.0,5.0,1.5,4.0,7.5,3,0,1,1,0,1,1,1,0,2,2,1,0,0,1,0,1,0
158,60,70,70,70,55,35,70,35,1729,1729,29,840135,9825,8472,0,0,14.0,6.0,7.0,3.0,1.44,4.33,7.5,4,2,1,1,0,0,0,1,1,1,2,1,2,1,1,0,1,0
159,65,40,65,65,70,45,45,65,1729,1729,29,840136,8650,10260,3,1,17.0,12.0,10.0,7.0,2.8,3.2,2.6,3,1,2,3,0,0,1,1,0,2,1,0,2,2,1,0,2,1
160,70,60,56,70,70,30,60,35,1729,1729,29,840144,8483,8455,1,3,14.0,18.0,5.0,11.0,10.0,5.5,1.3,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,0,0,-1
161,70,60,70,65,75,65,65,50,1729,1729,3,839836,8472,8456,1,0,12.0,9.0,4.0,7.0,4.5,3.5,1.83,1,1,1,2,1,0,1,1,1,2,1,0,2,2,1,0,2,1
162,56,56,48,57,56,50,50,60,1729,1729,3,839838,10252,8668,1,0,12.0,15.0,6.0,9.0,2.5,3.25,2.88,1,1,2,3,0,0,1,1,0,2,2,1,2,2,1,0,2,1
163,52,49,49,56,59,39,39,57,1729,1729,3,839842,8483,9879,2,2,14.0,12.0,5.0,7.0,3.2,3.25,2.3,1,0,1,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
164,71,32,34,41,61,51,48,62,1729,1729,30,840146,8472,8650,0,2,3.0,10.0,1.0,4.0,2.63,3.2,2.75,2,1,1,0,1,1,2,1,0,2,2,1,2,2,1,0,0,-1
165,52,48,39,54,59,29,30,39,1729,1729,30,840149,8668,9879,2,1,16.0,12.0,12.0,6.0,2.0,3.25,4.0,4,0,0,3,0,1,1,1,0,2,2,1,0,0,1,0,2,1
166,70,60,55,70,70,45,55,45,1729,1729,30,840154,8455,8456,2,0,16.0,5.0,11.0,2.0,1.62,3.75,6.0,1,1,2,1,1,0,1,1,0,1,1,1,2,2,1,0,2,1
167,65,50,45,55,50,35,45,65,1729,1729,31,840157,8668,10252,2,2,14.0,7.0,7.0,5.0,1.83,3.6,4.33,4,0,0,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
168,67,62,44,72,59,47,53,60,1729,1729,31,840159,8456,8472,5,0,14.0,8.0,12.0,4.0,1.5,4.0,7.0,3,2,1,1,1,0,1,1,0,1,2,1,2,2,1,0,2,1
169,45,52,60,58,58,49,52,54,1729,1729,31,840160,9879,8483,3,0,13.0,10.0,11.0,6.0,1.53,4.2,6.0,0,1,4,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
170,52,56,58,41,54,29,28,39,1729,1729,32,840165,10260,9879,2,0,16.0,12.0,12.0,5.0,1.44,4.33,7.5,4,0,1,3,0,1,1,1,0,2,2,1,0,0,1,0,2,1
171,59,29,38,36,24,48,47,54,1729,1729,32,840166,8650,8456,3,0,15.0,13.0,7.0,4.0,2.6,3.2,2.8,4,0,1,1,0,1,2,0,0,2,0,0,2,2,1,0,2,1
172,66,30,30,45,35,30,40,50,1729,1729,32,840173,8483,9825,1,3,12.0,16.0,6.0,7.0,8.5,5.0,1.36,1,3,2,1,0,0,2,0,2,2,2,0,0,2,1,0,0,-1
173,60,50,40,45,60,55,55,50,1729,1729,33,840175,9825,8650,1,1,12.0,9.0,6.0,5.0,1.73,3.6,5.0,3,2,2,0,0,0,1,1,0,2,2,1,2,2,1,0,1,0
174,56,56,48,57,56,50,50,60,1729,1729,34,840185,10260,8668,1,0,21.0,5.0,12.0,3.0,1.44,4.33,7.5,5,1,0,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
175,46,38,46,68,37,49,49,56,1729,1729,35,840195,9825,10260,1,0,9.0,11.0,2.0,7.0,2.5,3.25,2.88,2,1,3,2,0,0,1,1,0,1,2,1,2,2,1,0,2,1
176,52,56,58,41,54,29,28,39,1729,1729,35,840197,8472,9879,0,3,11.0,9.0,7.0,6.0,2.6,3.2,2.8,1,0,1,3,0,1,1,1,0,2,2,1,0,0,1,0,0,-1
177,67,36,41,34,44,39,41,46,1729,1729,36,840205,10260,8455,2,1,13.0,19.0,8.0,11.0,2.38,3.25,3.1,5,2,0,1,1,1,1,1,0,2,2,1,2,2,1,0,2,1
178,70,60,55,70,70,45,55,45,1729,1729,36,840209,8668,8456,2,1,10.0,12.0,6.0,7.0,2.7,3.2,2.7,3,0,1,0,1,0,1,1,0,1,1,1,2,2,1,0,2,1
179,60,50,40,45,60,55,55,50,1729,1729,36,840212,9879,8650,2,5,10.0,16.0,7.0,11.0,2.88,3.25,2.5,1,2,3,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
180,67,58,44,60,56,43,50,52,1729,1729,37,840215,9825,10252,1,2,24.0,8.0,15.0,5.0,1.36,5.0,8.5,2,0,3,3,1,0,1,1,0,2,2,1,2,2,1,0,0,-1
181,45,52,60,58,58,49,52,54,1729,1729,38,840225,10260,8483,4,2,18.0,14.0,11.0,7.0,1.6,4.0,5.5,5,1,0,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
182,71,32,34,41,61,51,48,62,1729,1729,38,840228,10252,8650,1,0,10.0,9.0,8.0,4.0,3.2,3.4,2.25,2,3,1,1,1,1,2,1,0,2,2,1,2,2,1,0,2,1
183,67,36,41,34,44,39,41,46,1729,1729,38,840229,8668,8455,1,0,11.0,19.0,3.0,9.0,3.1,3.25,2.38,4,2,1,1,1,1,1,1,0,2,2,1,2,2,1,0,2,1
184,59,30,28,44,46,51,44,52,1729,1729,38,840232,9879,9825,2,2,10.0,12.0,6.0,6.0,3.75,3.6,1.95,1,3,3,1,0,1,2,1,2,2,2,0,2,2,1,0,1,0
185,70,45,45,70,65,40,50,40,1729,1729,4,839846,8668,10260,3,3,23.0,13.0,14.0,8.0,4.2,3.4,1.91,4,1,1,1,1,0,1,1,0,1,2,0,2,2,1,0,1,0
186,60,50,40,45,60,55,55,50,1729,1729,5,839854,10260,8650,3,2,16.0,7.0,7.0,1.0,1.7,3.5,5.5,5,3,0,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
187,25,32,41,34,30,57,57,52,1729,1729,5,839855,8472,9825,1,1,16.0,16.0,5.0,7.0,5.5,3.7,1.67,1,3,0,1,2,0,2,1,0,2,0,0,2,2,1,0,1,0
188,45,52,60,58,58,49,52,54,1729,1729,5,839863,8455,8483,4,0,27.0,11.0,15.0,4.0,1.1,9.0,26.0,2,1,2,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
189,60,61,56,44,58,41,38,53,1729,1729,6,839865,8650,8472,2,2,13.0,10.0,5.0,1.0,1.44,4.33,7.5,4,2,1,1,0,0,1,1,0,2,2,1,2,2,1,0,1,0
190,67,36,41,34,44,39,41,46,1729,1729,6,839868,8456,8455,1,0,8.0,15.0,6.0,4.0,3.6,3.3,2.1,4,2,1,1,1,1,1,1,0,2,2,1,2,2,1,0,2,1
191,60,65,60,70,45,40,70,40,1729,1729,6,839870,9879,8668,0,0,12.0,15.0,2.0,7.0,2.75,3.2,2.63,1,1,3,1,0,0,1,1,0,1,2,1,2,1,1,0,1,0
192,70,30,65,30,65,45,50,45,1729,1729,7,839874,8650,8483,1,2,19.0,11.0,10.0,7.0,1.33,5.0,10.0,3,0,2,0,1,0,2,1,0,0,2,1,2,2,1,0,0,-1
193,46,54,46,60,55,40,50,56,1729,1729,7,839875,8472,10260,0,0,14.0,10.0,8.0,4.0,5.0,3.5,1.75,1,0,1,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
194,30,29,41,55,39,64,54,52,1729,1729,7,839883,8455,9825,2,0,11.0,13.0,6.0,5.0,1.73,3.6,5.0,3,2,1,2,2,0,2,1,0,2,2,0,2,2,1,0,2,1
195,67,38,41,61,68,39,41,46,1729,1729,8,839886,10252,8455,0,0,11.0,13.0,5.0,6.0,5.0,3.6,1.73,3,1,1,1,1,1,1,1,0,2,1,1,2,2,1,0,1,0
196,66,45,34,34,46,51,52,61,1729,1729,8,839887,8668,8650,2,0,9.0,15.0,6.0,9.0,2.4,3.25,3.0,3,2,2,1,0,1,1,1,0,2,2,1,2,2,1,0,2,1
197,70,60,55,70,70,45,55,45,1729,1729,8,839893,8483,8456,2,3,16.0,13.0,5.0,8.0,5.5,4.0,1.62,0,0,2,0,1,0,1,1,0,1,1,1,2,2,1,0,0,-1
198,65,50,45,55,50,35,45,65,1729,1729,9,839895,8472,10252,1,0,13.0,11.0,6.0,7.0,2.4,3.25,3.0,1,1,2,3,0,0,1,1,0,2,2,1,2,2,1,0,2,1
199,25,32,41,34,30,57,57,52,1729,1729,9,839898,8456,9825,0,3,9.0,12.0,6.0,8.0,2.5,3.2,2.9,4,1,1,2,2,0,2,1,0,2,0,0,2,2,1,0,0,-1
200,63,59,52,55,34,39,41,54,1729,1729,1,1024173,9879,10252,0,0,13.0,7.0,9.0,1.0,2.2,3.2,3.5,1,1,3,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
201,60,61,56,44,58,41,38,53,1729,1729,1,1024175,8650,8472,1,1,11.0,15.0,4.0,6.0,1.57,3.6,7.0,2,1,2,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
202,59,30,28,44,46,51,44,52,1729,1729,10,1024671,8455,9825,3,5,12.0,13.0,10.0,8.0,1.62,4.0,5.5,3,2,1,2,0,1,2,1,2,2,2,0,2,2,1,0,0,-1
203,70,45,45,70,65,40,50,40,1729,1729,10,1024675,8668,10260,0,1,18.0,7.0,11.0,6.0,4.5,3.6,1.8,3,0,2,3,1,0,1,1,0,1,2,0,2,2,1,0,0,-1
204,65,50,45,55,50,35,45,65,1729,1729,10,1024695,8472,10252,2,2,13.0,10.0,8.0,5.0,2.1,3.3,3.6,1,1,2,3,0,0,1,1,0,2,2,1,2,2,1,0,1,0
205,67,62,44,72,59,47,53,60,1729,1729,11,1024759,10260,8472,1,0,15.0,9.0,9.0,3.0,1.25,5.5,13.0,5,0,0,3,1,0,1,1,0,1,2,1,2,2,1,0,2,1
206,39,44,42,34,54,59,52,61,1729,1729,12,1024787,8455,8650,1,2,18.0,9.0,5.0,3.0,1.83,3.5,4.5,3,1,0,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
207,52,56,58,41,54,29,28,39,1729,1729,12,1024809,8472,9879,0,0,13.0,13.0,8.0,9.0,2.3,3.25,3.2,1,1,3,2,0,1,1,1,0,2,2,1,0,0,1,0,1,0
208,52,48,39,54,59,29,30,39,1729,1729,13,1024830,9825,9879,1,1,20.0,10.0,12.0,6.0,1.44,4.2,8.0,2,1,2,2,0,1,1,1,0,2,2,1,0,0,1,0,1,0
209,70,60,55,70,70,45,55,45,1729,1729,13,1024841,8650,8456,1,1,17.0,7.0,9.0,3.0,2.75,3.2,2.63,2,1,2,0,1,0,1,1,0,1,1,1,2,2,1,0,1,0
210,65,40,65,65,70,45,45,65,1729,1729,14,1024882,10252,10260,0,1,7.0,11.0,3.0,5.0,5.0,3.6,1.73,3,1,2,2,0,0,1,1,0,2,1,0,2,2,1,0,0,-1
211,60,60,48,73,53,50,48,62,1729,1729,14,1024895,9879,8650,1,0,19.0,17.0,13.0,9.0,3.5,3.4,2.1,1,2,3,0,0,0,1,1,0,1,2,1,2,2,1,0,2,1
212,58,62,48,59,32,41,44,59,1729,1729,15,1024920,9825,8668,1,0,12.0,7.0,7.0,1.0,1.53,4.0,6.5,1,0,3,2,0,0,1,1,0,2,0,1,2,2,1,0,2,1
213,59,29,32,49,62,42,44,54,1729,1729,15,1024930,8455,8456,2,1,13.0,7.0,7.0,4.0,2.4,3.3,3.0,3,1,0,1,0,1,2,1,2,2,2,1,2,2,1,0,2,1
214,66,45,34,34,46,51,52,61,1729,1729,16,1024973,10252,8650,0,2,16.0,19.0,8.0,12.0,4.2,3.4,1.91,2,1,2,0,0,1,1,1,0,2,2,1,2,2,1,0,0,-1
215,66,30,30,45,35,30,40,50,1729,1729,16,1024992,8456,9825,1,0,15.0,12.0,9.0,8.0,1.73,3.75,4.5,3,2,1,2,0,0,2,0,2,2,2,0,0,2,1,0,2,1
216,75,40,40,45,65,50,40,45,1729,1729,17,1025040,10252,9825,1,2,10.0,8.0,4.0,6.0,5.0,3.6,1.73,2,2,1,1,1,0,1,0,0,2,2,0,2,2,1,0,0,-1
217,46,54,46,60,55,40,50,56,1729,1729,17,1025054,9879,10260,0,5,13.0,14.0,8.0,12.0,5.0,3.6,1.73,1,2,3,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
218,52,49,49,56,59,39,39,57,1729,1729,18,1025084,8455,9879,1,1,24.0,9.0,15.0,6.0,1.3,5.0,12.0,3,1,0,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
219,61,42,39,59,48,52,58,60,1729,1729,18,1025108,8472,8668,1,1,12.0,9.0,8.0,3.0,2.4,3.25,3.0,1,0,4,1,0,1,1,1,0,2,2,1,2,2,1,0,1,0
220,63,54,60,48,38,35,44,54,1729,1729,19,1025137,8455,10252,1,3,16.0,12.0,5.0,9.0,1.29,5.0,13.0,2,1,1,3,0,1,1,1,0,2,2,1,2,2,1,0,0,-1
221,70,60,55,70,70,45,55,45,1729,1729,19,1025157,8472,8456,1,0,8.0,25.0,5.0,11.0,6.5,4.0,1.53,1,1,4,1,1,0,1,1,0,1,1,1,2,2,1,0,2,1
222,60,50,40,45,60,55,55,50,1729,1729,2,1024285,9825,8650,0,2,10.0,13.0,6.0,8.0,2.5,3.25,2.9,2,2,2,0,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
223,25,32,41,34,30,57,57,52,1729,1729,20,1025202,9879,9825,2,1,21.0,17.0,8.0,10.0,4.0,3.5,1.91,1,3,3,0,2,0,2,1,0,2,0,0,2,2,1,0,2,1
224,50,35,50,60,70,40,60,40,1729,1729,20,1025207,8456,8650,3,0,10.0,18.0,8.0,10.0,1.91,3.4,4.2,3,3,1,0,0,0,1,1,0,2,1,1,2,2,1,0,2,1
225,60,50,55,70,55,55,65,60,1729,1729,21,1025240,10252,8668,1,1,17.0,7.0,11.0,4.0,2.4,3.25,3.0,1,0,1,2,0,0,1,1,0,1,2,1,2,2,1,0,1,0
226,67,62,44,72,59,47,53,60,1729,1729,21,1025248,8455,8472,1,0,21.0,9.0,10.0,4.0,1.4,4.5,8.5,1,0,1,3,1,0,1,1,0,1,2,1,2,2,1,0,2,1
227,46,38,46,68,37,49,49,56,1729,1729,22,1025274,9825,10260,1,2,12.0,9.0,6.0,5.0,2.8,3.4,2.5,2,3,1,2,0,0,1,1,0,1,2,1,2,2,1,0,0,-1
228,59,29,32,49,62,42,44,54,1729,1729,23,1025448,8668,8456,1,0,9.0,17.0,4.0,11.0,4.33,3.5,1.85,3,1,1,1,0,1,2,1,2,2,2,1,2,2,1,0,2,1
229,38,44,49,44,40,54,53,56,1729,1729,24,1025473,8455,10260,3,3,19.0,14.0,10.0,10.0,2.5,3.3,2.88,2,4,1,1,0,1,1,1,0,2,2,1,2,2,1,0,1,0
230,60,70,70,70,50,40,35,40,1729,1729,24,1025479,8456,9879,3,0,16.0,11.0,10.0,8.0,1.3,5.5,10.0,4,1,0,3,0,0,0,1,1,1,2,1,2,2,1,0,2,1
231,70,60,70,65,75,65,65,50,1729,1729,25,1025514,10252,8456,0,1,9.0,17.0,5.0,10.0,5.5,3.6,1.67,0,1,2,1,1,0,1,1,1,2,1,0,2,2,1,0,0,-1
232,60,45,55,45,45,60,62,46,1729,1729,25,1025520,8668,8455,2,0,10.0,8.0,7.0,7.0,3.25,3.3,2.25,3,1,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
233,39,44,42,34,54,59,52,61,1729,1729,25,1025531,10260,8650,2,1,11.0,9.0,6.0,6.0,1.85,3.6,4.33,5,3,0,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
234,59,26,28,55,64,51,44,52,1729,1729,25,1025538,8472,9825,1,2,8.0,10.0,5.0,8.0,3.5,3.4,2.1,2,3,3,0,0,1,2,1,2,2,2,0,2,2,1,0,0,-1
235,43,40,39,33,63,52,58,59,1729,1729,26,1025567,8650,8668,3,0,15.0,5.0,10.0,3.0,1.73,3.4,5.5,1,0,3,3,0,1,1,1,0,0,2,1,2,2,1,0,2,1
236,66,30,30,45,35,30,40,50,1729,1729,27,1025634,8650,9825,1,2,12.0,10.0,4.0,7.0,2.0,3.5,3.75,1,3,3,0,0,0,2,0,2,2,2,0,0,2,1,0,0,-1
237,50,55,45,55,40,45,35,50,1729,1729,28,1025682,10252,9879,1,0,19.0,5.0,8.0,1.0,2.5,3.25,2.88,0,1,1,3,0,0,1,1,0,2,2,1,2,2,1,0,2,1
238,60,60,48,73,53,50,48,62,1729,1729,28,1025709,8472,8650,1,0,6.0,9.0,1.0,5.0,3.8,3.4,2.0,1,2,3,0,0,0,1,1,0,1,2,1,2,2,1,0,2,1
239,30,29,41,55,39,64,54,52,1729,1729,29,1025739,8668,9825,0,1,7.0,12.0,2.0,8.0,3.0,3.4,2.3,3,3,1,0,2,0,2,1,0,2,2,0,2,2,1,0,0,-1
240,67,38,41,61,68,39,41,46,1729,1729,29,1025747,8456,8455,2,1,20.0,6.0,10.0,5.0,1.91,3.6,4.0,4,0,0,1,1,1,1,1,0,2,1,1,2,2,1,0,2,1
241,59,30,28,44,46,51,44,52,1729,1729,3,1024348,10260,9825,8,2,25.0,19.0,15.0,13.0,1.5,4.33,6.5,5,4,0,0,0,1,2,1,2,2,2,0,2,2,1,0,2,1
242,70,59,65,70,50,30,70,30,1729,1729,30,1025771,9825,10252,3,0,20.0,3.0,12.0,2.0,1.33,5.0,10.0,1,2,1,2,1,0,1,1,0,1,2,0,0,1,0,0,2,1
243,50,55,45,55,40,45,35,50,1729,1729,30,1025790,10260,9879,1,0,19.0,5.0,16.0,4.0,1.22,6.0,15.0,5,0,0,3,0,0,1,1,0,2,2,1,2,2,1,0,2,1
244,60,45,55,45,45,60,62,46,1729,1729,31,1025815,10252,8455,2,4,9.0,12.0,5.0,9.0,4.5,3.5,1.83,1,0,1,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
245,57,66,56,31,72,47,52,49,1729,1729,31,1025832,8456,8472,3,3,19.0,8.0,10.0,4.0,1.22,6.5,12.0,4,0,0,2,0,0,1,1,0,0,1,1,2,2,1,0,1,0
246,59,29,32,49,62,42,44,54,1729,1729,32,1025864,9825,8456,1,0,12.0,7.0,7.0,2.0,2.4,3.4,2.88,2,1,1,1,0,1,2,1,2,2,2,1,2,2,1,0,2,1
247,63,54,60,48,38,35,44,54,1729,1729,32,1025879,8650,10252,1,1,21.0,5.0,5.0,3.0,1.44,4.33,7.5,1,1,2,2,0,1,1,1,0,2,2,1,2,2,1,0,1,0
248,60,70,70,70,55,35,70,35,1729,1729,33,1025923,8668,8472,4,0,22.0,3.0,12.0,0.0,1.83,3.5,4.5,3,0,0,3,0,0,0,1,1,1,2,1,2,1,1,0,2,1
249,60,50,60,60,80,35,55,50,1729,1729,33,1025927,9879,8455,1,1,11.0,12.0,9.0,4.0,3.5,3.4,2.1,2,1,2,1,0,0,1,0,0,2,1,0,2,2,1,0,1,0
250,48,45,38,62,54,38,38,62,1729,1729,34,1025964,8650,9879,0,1,18.0,7.0,5.0,4.0,1.62,4.0,5.5,1,0,3,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
251,63,59,52,55,34,39,41,54,1729,1729,34,1025969,10260,10252,4,0,24.0,10.0,16.0,4.0,1.22,6.5,13.0,5,1,0,3,0,0,1,1,0,2,2,1,2,2,1,0,2,1
252,67,38,41,61,68,39,41,46,1729,1729,35,1025999,9825,8455,0,0,13.0,13.0,8.0,7.0,2.0,3.6,3.6,3,1,0,2,1,1,1,1,0,2,1,1,2,2,1,0,1,0
253,43,51,59,50,55,47,45,49,1729,1729,35,1026004,10252,8472,0,0,12.0,10.0,7.0,5.0,2.3,3.3,3.2,1,0,1,2,0,1,1,1,0,2,2,1,2,2,1,0,1,0
254,60,65,60,70,45,40,70,40,1729,1729,35,1026031,10260,8668,4,4,20.0,17.0,11.0,10.0,1.3,5.0,11.0,5,0,0,3,0,0,1,1,0,1,2,1,2,1,1,0,1,0
255,50,55,45,55,40,45,35,50,1729,1729,36,1026060,8668,9879,4,0,11.0,6.0,7.0,5.0,1.83,3.5,4.5,3,1,0,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
256,46,54,46,60,55,40,50,56,1729,1729,36,1026062,8456,10260,1,0,12.0,4.0,5.0,2.0,2.1,3.5,3.4,4,4,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
257,57,66,56,31,72,47,52,49,1729,1729,37,1026125,9879,8472,2,1,20.0,12.0,15.0,7.0,1.83,3.6,4.33,2,0,2,2,0,0,1,1,0,0,1,1,2,2,1,0,2,1
258,67,38,41,61,68,39,41,46,1729,1729,37,1026131,8650,8455,4,1,23.0,9.0,13.0,5.0,2.1,3.5,3.4,1,1,2,2,1,1,1,1,0,2,1,1,2,2,1,0,2,1
259,38,44,49,44,40,54,53,56,1729,1729,38,1026188,8472,10260,0,1,6.0,17.0,5.0,9.0,7.0,4.5,1.44,2,3,2,1,0,1,1,1,0,2,2,1,2,2,1,0,0,-1
260,70,59,65,70,50,30,70,30,1729,1729,4,1024403,8668,10252,2,2,17.0,7.0,10.0,3.0,2.0,3.4,3.8,4,1,0,2,1,0,1,1,0,1,2,0,0,1,0,0,1,0
261,60,50,60,60,80,35,55,50,1729,1729,4,1024424,8472,8455,1,2,14.0,16.0,7.0,8.0,5.0,3.75,1.7,2,1,1,2,0,0,1,0,0,2,1,0,2,2,1,0,0,-1
262,45,55,40,38,48,50,60,54,1729,1729,5,1024449,9879,8456,2,2,14.0,18.0,11.0,11.0,6.5,3.8,1.57,3,1,1,0,0,0,1,1,0,2,2,0,2,2,1,0,1,0
263,46,41,46,61,63,42,43,46,1729,1729,5,1024452,10260,8455,3,1,12.0,20.0,7.0,9.0,1.83,3.5,4.5,4,2,1,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
264,61,42,39,59,48,52,58,60,1729,1729,6,1024490,8456,8668,2,0,18.0,7.0,8.0,3.0,1.44,4.33,7.5,4,0,1,3,0,1,1,1,0,2,2,1,2,2,1,0,2,1
265,66,45,34,34,46,51,52,61,1729,1729,7,1024537,8668,8650,0,2,12.0,15.0,4.0,9.0,3.1,3.2,2.4,3,2,1,0,0,1,1,1,0,2,2,1,2,2,1,0,0,-1
266,60,61,56,44,58,41,38,53,1729,1729,8,1024563,9825,8472,2,1,20.0,8.0,11.0,4.0,1.44,4.33,7.5,2,0,1,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
267,43,40,39,33,63,52,58,59,1729,1729,8,1024568,8455,8668,3,1,7.0,9.0,5.0,5.0,1.36,4.5,10.0,2,0,2,3,0,1,1,1,0,0,2,1,2,2,1,0,2,1
268,70,45,45,70,65,40,50,40,1729,1729,8,1024573,8650,10260,1,1,14.0,10.0,8.0,3.0,3.0,3.3,2.4,2,3,1,1,1,0,1,1,0,1,2,0,2,2,1,0,1,0
269,65,50,45,55,50,35,45,65,1729,1729,8,1024576,8456,10252,4,1,15.0,8.0,10.0,6.0,1.33,5.0,10.0,4,1,1,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
270,56,56,48,57,56,50,50,60,1729,1729,9,1024638,9879,8668,1,3,15.0,11.0,8.0,7.0,2.25,3.25,3.3,2,0,2,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
271,36,34,39,44,38,42,44,54,1729,1729,9,1024649,10260,8456,1,6,12.0,19.0,8.0,12.0,2.0,3.4,3.8,4,1,1,1,0,0,1,1,0,2,2,0,2,2,1,0,0,-1
272,60,61,56,44,58,41,38,53,1729,1729,1,1228229,9825,8472,0,0,14.0,3.0,4.0,2.0,1.4,4.5,8.5,3,0,1,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
273,38,44,49,44,40,54,53,56,1729,1729,1,1228230,8668,10260,1,0,16.0,12.0,7.0,7.0,4.33,3.6,1.83,2,2,1,2,0,1,1,1,0,2,2,1,2,2,1,0,2,1
274,47,40,42,56,51,62,64,44,1729,1729,1,1228232,8456,8466,3,2,20.0,9.0,15.0,6.0,1.17,7.0,17.0,4,0,1,0,0,1,1,1,0,2,2,0,2,2,1,0,2,1
275,43,40,39,33,63,52,58,59,1729,1729,10,1229196,9879,8668,2,2,8.0,26.0,5.0,15.0,2.75,3.4,2.5,2,1,2,1,0,1,1,1,0,0,2,1,2,2,1,0,1,0
