id,country_id,league_id,season,stage,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,B365H,B365D,B365A,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamDrawStreak,AwayTeamDrawStreak
2112,1729,1729,2009/2010,1,658576,8668,9825,1,6,31465.0,24023.0,24004.0,33086.0,24846.0,24006.0,30371.0,30876.0,36012.0,39618.0,40792.0,23686.0,26111.0,38835.0,26005.0,31291.0,36410.0,23678.0,30613.0,39297.0,30843.0,3520.0,8/15/2009,everton,arsenal,A,8.0,15.0,5.0,9.0,3.2,3.25,2.3,0,0,0,0
2116,1729,1729,2009/2010,1,658580,8462,9879,0,1,36286.0,26108.0,24216.0,40987.0,47418.0,24747.0,23889.0,38820.0,25543.0,25517.0,26347.0,30633.0,37266.0,23780.0,26777.0,24781.0,24737.0,30338.0,25253.0,30956.0,31907.0,24741.0,8/15/2009,portsmouth,fulham,A,16.0,9.0,4.0,3.0,2.63,3.2,2.75,0,0,0,0
2127,1729,1729,2009/2010,10,658707,8650,10260,2,0,30660.0,34036.0,30617.0,25984.0,47547.0,95327.0,38818.0,24800.0,37139.0,34222.0,30853.0,30726.0,24150.0,30620.0,30865.0,32569.0,35327.0,34944.0,30373.0,24154.0,27430.0,30829.0,10/25/2009,liverpool,manchesterunited,H,11.0,7.0,6.0,5.0,3.0,3.25,2.4,0,0,0,0
2128,1729,1729,2009/2010,10,658708,8456,9879,2,2,24224.0,24208.0,30831.0,33086.0,30635.0,33781.0,23782.0,30598.0,33633.0,30960.0,38817.0,30633.0,37266.0,26777.0,23780.0,33045.0,34574.0,24664.0,43247.0,30956.0,24661.0,24741.0,10/25/2009,manchestercity,fulham,D,20.0,11.0,7.0,5.0,1.44,4.2,8.0,0,1,0,0
2131,1729,1729,2009/2010,11,658711,9879,8650,3,1,30633.0,37266.0,23780.0,26777.0,24781.0,34574.0,43247.0,24664.0,30956.0,24741.0,24661.0,30660.0,30835.0,30617.0,39032.0,47547.0,37139.0,38818.0,95327.0,24800.0,30886.0,30853.0,10/31/2009,fulham,liverpool,H,10.0,6.0,6.0,3.0,4.2,3.4,1.91,0,0,0,0
2132,1729,1729,2009/2010,11,658712,8668,10252,1,1,31465.0,30687.0,24004.0,24216.0,24846.0,30839.0,109058.0,30876.0,10491.0,39618.0,24160.0,30380.0,33863.0,24211.0,24751.0,24136.0,38807.0,38609.0,23283.0,23354.0,34466.0,23264.0,10/31/2009,everton,astonvilla,D,9.0,13.0,4.0,8.0,2.5,3.25,2.88,0,0,0,0
2144,1729,1729,2009/2010,12,658724,8456,8191,3,3,24224.0,30509.0,30831.0,33086.0,30635.0,30367.0,24213.0,23782.0,33781.0,38817.0,30960.0,24788.0,34230.0,23349.0,24452.0,24212.0,38856.0,38504.0,23185.0,11496.0,23074.0,32627.0,11/7/2009,manchestercity,burnley,D,13.0,6.0,8.0,4.0,1.33,4.75,11.0,0,0,1,0
2148,1729,1729,2009/2010,12,658728,8455,10260,1,0,30859.0,31306.0,30911.0,30627.0,38834.0,30675.0,30631.0,30686.0,30699.0,30822.0,37804.0,30726.0,24150.0,30362.0,43248.0,32569.0,24148.0,34944.0,40961.0,35327.0,30829.0,24154.0,11/8/2009,chelsea,manchesterunited,H,12.0,21.0,9.0,10.0,2.0,3.25,4.0,0,0,0,0
2150,1729,1729,2009/2010,13,658730,8472,9825,1,0,24527.0,36786.0,31103.0,30885.0,43259.0,38802.0,26171.0,156008.0,17866.0,30352.0,23949.0,23686.0,26111.0,38835.0,26005.0,63520.0,26181.0,75489.0,30613.0,23678.0,31435.0,41704.0,11/21/2009,sunderland,arsenal,H,5.0,9.0,1.0,3.0,6.0,3.75,1.62,0,1,0,0
2152,1729,1729,2009/2010,13,658792,8191,10252,1,1,24788.0,34230.0,23349.0,24452.0,24212.0,38856.0,38504.0,11496.0,23185.0,23074.0,32627.0,30380.0,30357.0,33863.0,24211.0,24136.0,38807.0,38609.0,23283.0,23354.0,26165.0,23264.0,11/21/2009,burnley,astonvilla,D,11.0,10.0,6.0,6.0,3.4,3.3,2.2,0,0,0,1
2155,1729,1729,2009/2010,13,658795,8650,8456,2,2,30660.0,30617.0,22764.0,25984.0,47547.0,38818.0,95327.0,37139.0,30618.0,30915.0,41175.0,24224.0,30509.0,30831.0,33086.0,30635.0,30598.0,23782.0,30367.0,24213.0,33781.0,30960.0,11/21/2009,liverpool,manchestercity,D,10.0,9.0,6.0,6.0,1.91,3.4,4.2,1,0,0,0
2156,1729,1729,2009/2010,13,658796,10260,8668,3,0,30726.0,38994.0,30362.0,30865.0,32569.0,35327.0,24148.0,34944.0,24154.0,30619.0,30829.0,31465.0,30687.0,24004.0,24216.0,24846.0,46810.0,30839.0,109058.0,30876.0,39618.0,30735.0,11/21/2009,manchesterunited,everton,H,18.0,11.0,11.0,5.0,1.4,4.5,9.0,0,0,0,0
2159,1729,1729,2009/2010,14,658799,8462,10260,1,4,46518.0,23939.0,26108.0,47418.0,23953.0,40004.0,24528.0,25421.0,27335.0,26347.0,30901.0,35906.0,30615.0,30865.0,30362.0,32569.0,35327.0,34944.0,24148.0,30373.0,24154.0,30829.0,11/28/2009,portsmouth,manchesterunited,A,20.0,12.0,12.0,8.0,10.0,4.5,1.36,0,0,0,0
2164,1729,1729,2009/2010,14,658804,8668,8650,0,2,31465.0,24023.0,24004.0,24216.0,24846.0,30876.0,30839.0,10491.0,36012.0,39618.0,40792.0,30660.0,34036.0,30617.0,25984.0,47547.0,95327.0,38818.0,37139.0,30618.0,34222.0,41175.0,11/29/2009,everton,liverpool,A,12.0,9.0,8.0,7.0,3.5,3.4,2.1,0,0,1,0
2167,1729,1729,2009/2010,14,658807,9825,8455,0,3,23686.0,26111.0,38835.0,26005.0,63520.0,30613.0,23678.0,39297.0,26181.0,41704.0,3520.0,30859.0,31306.0,30911.0,30627.0,38834.0,30675.0,32345.0,30631.0,30630.0,37804.0,30822.0,11/29/2009,arsenal,chelsea,A,5.0,7.0,3.0,5.0,2.7,3.2,2.7,0,0,0,0
2169,1729,1729,2009/2010,15,658809,8462,8191,2,0,46518.0,24137.0,47418.0,23939.0,23953.0,40004.0,24528.0,38704.0,25421.0,30901.0,27335.0,24788.0,34230.0,23349.0,38504.0,24212.0,11496.0,23185.0,28109.0,38856.0,23074.0,32627.0,12/5/2009,portsmouth,burnley,H,9.0,14.0,4.0,8.0,1.91,3.4,4.2,0,0,0,1
2173,1729,1729,2009/2010,15,658813,8456,8455,2,1,24224.0,24208.0,30831.0,33086.0,30635.0,30598.0,23782.0,30367.0,38817.0,33974.0,30960.0,30859.0,31306.0,30911.0,30627.0,38834.0,30699.0,30675.0,30631.0,30686.0,30822.0,37804.0,12/5/2009,manchestercity,chelsea,H,13.0,10.0,8.0,6.0,4.2,3.4,1.91,0,1,2,0
2174,1729,1729,2009/2010,15,658814,9879,8472,1,0,30633.0,37266.0,23780.0,26777.0,24781.0,34574.0,43247.0,24664.0,30956.0,26461.0,24741.0,24527.0,36786.0,24740.0,34275.0,30352.0,38802.0,156008.0,26171.0,17866.0,23949.0,30988.0,12/6/2009,fulham,sunderland,H,16.0,8.0,5.0,5.0,2.1,3.3,3.6,1,0,0,0
2179,1729,1729,2009/2010,16,658819,10260,10252,0,1,35906.0,24148.0,30362.0,30865.0,32569.0,34944.0,40961.0,35327.0,24154.0,30802.0,30829.0,30380.0,30357.0,24211.0,33863.0,24136.0,23354.0,38807.0,38609.0,30892.0,23264.0,34466.0,12/12/2009,manchesterunited,astonvilla,A,16.0,8.0,9.0,5.0,1.5,4.2,7.0,1,0,0,2
2181,1729,1729,2009/2010,16,658821,8472,8462,1,1,24527.0,24446.0,34275.0,31103.0,43259.0,156008.0,17866.0,26171.0,24157.0,23949.0,30988.0,36286.0,23939.0,26108.0,47418.0,23953.0,40004.0,24528.0,25421.0,24373.0,30901.0,37140.0,12/12/2009,sunderland,portsmouth,D,16.0,9.0,9.0,6.0,1.8,3.5,4.75,1,0,0,0
2183,1729,1729,2009/2010,16,658823,8650,9825,1,2,30660.0,34036.0,30617.0,25984.0,34222.0,38818.0,95327.0,37139.0,30618.0,24800.0,30853.0,23686.0,26111.0,26005.0,38835.0,63520.0,23678.0,30613.0,39297.0,31013.0,3520.0,26181.0,12/13/2009,liverpool,arsenal,A,6.0,7.0,3.0,5.0,2.2,3.3,3.4,1,1,1,0
2185,1729,1729,2009/2010,16,658825,8455,8668,3,3,30859.0,31306.0,30627.0,30911.0,38834.0,32345.0,30699.0,30631.0,30630.0,37804.0,30822.0,31465.0,24023.0,30687.0,30839.0,24846.0,36012.0,39618.0,109058.0,10491.0,30735.0,40792.0,12/12/2009,chelsea,everton,D,25.0,10.0,13.0,7.0,1.25,5.5,15.0,1,0,0,0
2186,1729,1729,2009/2010,16,658826,8191,9879,1,1,24788.0,34230.0,23349.0,24452.0,24212.0,38856.0,23185.0,38504.0,11496.0,23074.0,32627.0,30633.0,37266.0,26777.0,23780.0,24781.0,34574.0,43247.0,24664.0,30956.0,26461.0,24741.0,12/12/2009,burnley,fulham,D,10.0,12.0,8.0,6.0,2.63,3.25,2.75,0,1,1,1
2190,1729,1729,2009/2010,17,658830,8472,10252,0,2,24527.0,24446.0,34275.0,31103.0,43259.0,156008.0,26171.0,30352.0,17866.0,23949.0,30988.0,30380.0,30357.0,33863.0,24211.0,24136.0,23354.0,38609.0,38807.0,30892.0,23264.0,34466.0,12/15/2009,sunderland,astonvilla,A,15.0,11.0,5.0,4.0,2.88,3.3,2.5,1,1,1,2
2194,1729,1729,2009/2010,17,658834,8191,9825,1,1,24788.0,34230.0,23349.0,24452.0,24212.0,38856.0,38504.0,23185.0,28109.0,11496.0,32627.0,23686.0,26111.0,26005.0,38835.0,30616.0,31013.0,27277.0,30613.0,26181.0,23678.0,3520.0,12/16/2009,burnley,arsenal,D,8.0,17.0,3.0,9.0,7.0,4.2,1.5,0,2,2,0
2198,1729,1729,2009/2010,17,658838,8455,8462,2,1,30859.0,31306.0,30627.0,26564.0,38834.0,32345.0,30699.0,30631.0,30686.0,31906.0,37804.0,46518.0,24137.0,23939.0,47418.0,23953.0,23889.0,24747.0,25421.0,25517.0,27335.0,26347.0,12/16/2009,chelsea,portsmouth,H,21.0,7.0,8.0,3.0,1.14,8.0,19.0,1,0,1,1
2203,1729,1729,2009/2010,18,658843,8462,8650,2,0,46518.0,24137.0,26108.0,23939.0,23953.0,40004.0,24528.0,25421.0,40987.0,27335.0,26347.0,30660.0,34036.0,30617.0,25984.0,47547.0,38818.0,95327.0,37139.0,30618.0,414792.0,30853.0,12/19/2009,portsmouth,liverpool,H,14.0,7.0,6.0,3.0,5.5,4.0,1.62,1,1,0,0
2204,1729,1729,2009/2010,18,658844,8456,8472,4,3,24224.0,24208.0,24209.0,30831.0,,30367.0,23782.0,24213.0,33781.0,38817.0,30646.0,24527.0,24446.0,34275.0,30885.0,43259.0,24157.0,25150.0,17866.0,156008.0,38802.0,23949.0,12/19/2009,manchestercity,sunderland,H,11.0,7.0,5.0,5.0,1.53,4.0,7.0,1,0,2,0
2205,1729,1729,2009/2010,18,658845,9879,10260,3,0,30633.0,37266.0,23780.0,26777.0,24781.0,34574.0,43247.0,30338.0,30956.0,24737.0,24741.0,35906.0,24148.0,67850.0,34944.0,35327.0,40961.0,30373.0,24156.0,32569.0,30619.0,30829.0,12/19/2009,fulham,manchesterunited,H,10.0,16.0,7.0,4.0,6.5,4.0,1.57,2,1,0,0
2211,1729,1729,2009/2010,19,658851,8472,8668,1,1,24527.0,36786.0,30885.0,31103.0,43259.0,38802.0,26171.0,156008.0,17866.0,23949.0,30988.0,31465.0,24023.0,30839.0,30687.0,24846.0,36012.0,24006.0,39618.0,10491.0,30735.0,30876.0,12/26/2009,sunderland,everton,D,10.0,12.0,6.0,4.0,2.38,3.3,3.0,1,0,1,1
2218,1729,1729,2009/2010,19,658925,9825,10252,3,0,23686.0,26111.0,38835.0,26005.0,63520.0,23678.0,39297.0,26181.0,27277.0,41704.0,3520.0,30380.0,30357.0,24211.0,33863.0,24136.0,23354.0,38609.0,38807.0,30892.0,23264.0,34466.0,12/27/2009,arsenal,astonvilla,H,19.0,7.0,12.0,3.0,1.73,3.5,5.0,0,2,0,2
2220,1729,1729,2009/2010,2,658584,8472,8455,1,3,24527.0,36786.0,24740.0,24408.0,43259.0,156008.0,25150.0,26171.0,30352.0,30988.0,23949.0,30859.0,25925.0,31306.0,30627.0,38834.0,30699.0,30675.0,30686.0,30631.0,31906.0,30822.0,8/18/2009,sunderland,chelsea,A,4.0,20.0,3.0,9.0,6.5,4.0,1.53,1,1,2,0
2225,1729,1729,2009/2010,2,658589,8191,10260,1,0,24788.0,34230.0,38504.0,23349.0,24212.0,23074.0,21849.0,23185.0,11496.0,32627.0,23370.0,24147.0,24150.0,43248.0,30362.0,32569.0,30802.0,40961.0,34944.0,24154.0,30619.0,30829.0,8/19/2009,burnley,manchesterunited,H,8.0,18.0,2.0,9.0,9.5,5.0,1.33,0,1,3,0
2228,1729,1729,2009/2010,2,658592,8456,8668,0,2,24224.0,24208.0,30831.0,39027.0,30509.0,24159.0,23782.0,30598.0,33781.0,24213.0,38817.0,31465.0,30371.0,23268.0,24216.0,24846.0,24006.0,30839.0,24011.0,36012.0,30876.0,30735.0,3/24/2010,manchestercity,everton,A,12.0,10.0,5.0,7.0,1.83,3.5,4.33,2,0,2,2
2232,1729,1729,2009/2010,20,658929,8462,9825,1,4,46518.0,24137.0,26108.0,23939.0,23953.0,40004.0,23889.0,24373.0,40987.0,27335.0,26347.0,23686.0,26111.0,38835.0,26005.0,63520.0,75489.0,23678.0,27277.0,26181.0,3520.0,41704.0,12/30/2009,portsmouth,arsenal,A,10.0,14.0,6.0,10.0,6.5,4.0,1.53,2,2,0,1
2233,1729,1729,2009/2010,20,658930,8668,8191,2,0,31465.0,24023.0,30839.0,30687.0,24846.0,10491.0,24006.0,39618.0,36012.0,30876.0,24160.0,24788.0,34230.0,43252.0,38504.0,24212.0,11496.0,28109.0,23185.0,38856.0,32627.0,23190.0,12/28/2009,everton,burnley,H,24.0,12.0,16.0,9.0,1.57,3.8,6.5,0,0,1,1
2234,1729,1729,2009/2010,20,658931,8455,9879,2,1,30859.0,30856.0,30911.0,30627.0,40825.0,32345.0,30699.0,30631.0,30630.0,30822.0,31906.0,30633.0,37266.0,23780.0,165823.0,24781.0,34574.0,30338.0,43247.0,30956.0,24737.0,24741.0,12/28/2009,chelsea,fulham,H,18.0,3.0,11.0,3.0,1.36,4.5,10.0,2,1,1,2
2237,1729,1729,2009/2010,20,658934,10252,8650,0,1,30380.0,30357.0,33863.0,24211.0,24136.0,38807.0,24780.0,38609.0,30892.0,23264.0,26165.0,30660.0,34036.0,30617.0,25984.0,47547.0,27694.0,95327.0,37139.0,30618.0,24800.0,30853.0,12/29/2009,astonvilla,liverpool,A,11.0,12.0,7.0,9.0,2.8,3.25,2.6,0,1,0,0
2244,1729,1729,2009/2010,21,658941,9879,8462,1,0,30633.0,33045.0,23780.0,26777.0,23282.0,34574.0,30338.0,43247.0,24664.0,27696.0,24741.0,36286.0,24137.0,23939.0,47418.0,40987.0,40004.0,33850.0,27335.0,25421.0,26347.0,30901.0,2/3/2010,fulham,portsmouth,H,14.0,12.0,9.0,8.0,1.67,3.5,6.0,3,0,0,1
